,0
265,0.016791380862384298
259,0.016779440657156308
181,0.01672108984740106
118,0.016660457774802184
378,0.016596992997754523
167,0.01658059507935683
305,0.016538848142047424
59,0.016511659871890627
66,0.01646218254564391
25,0.016285769245113935
194,0.016196981798696997
65,0.016078521315879057
390,0.016069555125398982
39,0.016010063532035823
200,0.015988947449082525
94,0.01590256436345172
61,0.01586918063409093
60,0.015435143810334062
119,0.015407862897228397
291,0.015328179185216229
15,0.015326418911313588
215,0.015160854932950274
13,0.015057593277560288
19,0.015037933769762257
320,0.015011793516504945
377,0.014975742194972552
175,0.014558092872154593
165,0.014550643644803296
255,0.01430129735406871
169,0.014219798957468166
49,0.014135790205506593
68,0.014123337233916788
372,0.014069238651985505
56,0.01395627086215856
290,0.013660706622554142
258,0.013546180361119431
7,0.013322283202857665
35,0.013233815231924795
183,0.013175303107209269
177,0.012973866641033616
195,0.012965754377349925
340,0.012861957022269332
236,0.012826151202883662
321,0.012785267067235595
362,0.012763495583119622
218,0.012681822657693242
235,0.01265374702615707
139,0.012574617854928971
311,0.01254782064227089
380,0.012530962312709448
260,0.012524509635703618
134,0.01251920159169928
29,0.012512084283471836
373,0.012511168496716407
77,0.01250916687170267
129,0.01249524810328173
310,0.012396513930263864
271,0.012375268037362552
386,0.01237353438632538
150,0.012364415398736672
151,0.01233303901235605
237,0.012297031386436008
223,0.012248682439356617
270,0.012208825748001861
381,0.012203147749311638
341,0.012174712805739563
388,0.012142252773007733
323,0.012093020049905645
166,0.012078587016437159
385,0.012037463095275203
272,0.011969142705590907
273,0.011929154234717743
334,0.011540996004129722
107,0.011415456490985965
221,0.0112433590379023
178,0.011180050284754217
55,0.011177302745992268
361,0.011028558261995891
216,0.010951158159013152
98,0.01094879858936526
309,0.01093932888893423
234,0.010894977441057496
72,0.010871394060899875
229,0.01086690932690404
368,0.0106754415481084
64,0.010648676122443468
293,0.010518582008590571
168,0.010419554925673702
318,0.01032743701809713
78,0.010090349421891132
367,0.009977469913181825
97,0.009922350428551274
82,0.009454217560751599
180,0.009452849545975806
70,0.009410939280135144
108,0.008927651312717222
102,0.008872554925362874
34,0.0088445240445576
73,0.008842564780726536
14,0.008622859554313855
83,0.00840350338819651
8,0.008399006246113894
339,0.008150720173345838
253,0.007943317446888587
71,0.007942646195062242
344,0.0078030018545103275
316,0.007624057923202421
176,0.007415561248019342
112,0.007321185728591084
103,0.007147821711028235
324,0.0069446356449864854
251,0.006523179103908094
144,0.006470008656976778
315,0.0061769630785644125
87,0.006146105758740972
250,0.005860978550509488
363,0.005790016363522055
113,0.005483925538921186
88,0.005356487660670539
384,0.005022902457980316
319,0.004374415450602243
2,0.004367428527595085
224,0.0041943447229007
304,0.004006754780372268
219,0.003981672798050506
329,0.003354378920693235
394,0.00324706014573517
389,0.0032112245609363654
189,0.0031924292118012954
314,0.0029138745474556194
299,0.0028321190993791934
248,0.0022283201881256876
294,0.0018466748988499315
214,0.0011802449136377735
239,0.0010206272075270473
243,0.0008789087671408069
247,0.0008376391225979329
246,0.0008075968102702058
254,0.0006406981697483216
245,0.0006214566016489176
149,0.0005924769768129723
242,0.0005709643161013744
54,0.0005249774797867479
241,0.00048748497909356647
240,0.00048379090348293907
244,0.00030544980738189675
155,0.00030512923103964695
274,0.0002896663090150575
154,0.0002598192673372024
157,0.00016628379139249638
156,0.00012899388926834732
249,0.00012839935014663517
158,5.942264322456037e-05
